biome,N,ncom,init,frt,srichness,isimpson
bor,10,1905,2,13.2625999,2,1.9972800370222228
bor,10,1905,3,12.7551022,2,1.9999069234456959
bor,10,1905,4,13.6612024,2,1.989287203707499
bor,10,1905,5,12.7551022,2,1.9999996391119155
bor,10,1905,6,13.3689842,2,1.9942871268380369
bor,10,1905,7,13.0890055,2,1.9984208784610107
bor,10,1905,8,12.8865976,2,1.9999269232447632
bor,10,1905,9,12.7226467,2,1.9995388913224132
bor,10,1905,10,14.204545,2,1.968028212605748
bor,10,1905,11,13.4408598,2,1.9941742408309675
bor,10,1905,12,13.8504152,2,1.9829297089338105
bor,10,1906,1,416.666656,1,1.0
bor,10,1906,2,45.4545441,1,1.0
bor,10,1906,3,357.142853,1,1.0
bor,10,1906,4,40.0,1,1.0
bor,10,1906,5,357.142853,1,1.0
bor,10,1906,6,44.2477875,1,1.0
bor,10,1906,7,416.666656,1,1.0
bor,10,1906,8,16.8918915,4,2.6677340070711106
bor,10,1906,9,500.0,1,1.0
bor,10,1906,10,28.5714283,2,1.9039547639463839
bor,10,1906,11,13.6612024,4,3.1083308060720136
bor,10,1906,12,555.555542,1,1.0
bor,10,1907,1,10.8459873,2,1.4814445058394783
bor,10,1907,2,10.7758617,2,1.4685814693851789
bor,10,1907,3,10.4602509,2,1.404152849405442
bor,10,1907,4,10.6837606,2,1.4474658900155342
bor,10,1907,5,11.1358576,2,1.5430931895400475
bor,10,1907,6,10.7296133,2,1.4575943865446312
bor,10,1907,7,10.9409189,2,1.4943019891578535
bor,10,1907,8,10.5263157,2,1.4036294902716908
bor,10,1907,9,10.638298,2,1.4549595161428415
bor,10,1907,10,10.6609812,2,1.4344830111508666
bor,10,1907,11,10.6609812,2,1.4584894271588218
bor,10,1907,12,10.6609812,2,1.4439200195139332
bor,10,1908,1,62.5,1,1.0
bor,10,1908,2,63.2911377,1,1.0
bor,10,1908,3,49.5049515,1,1.0
bor,10,1908,4,64.9350662,1,1.0
bor,10,1908,5,65.7894745,1,1.0
bor,10,1908,6,56.1797752,1,1.0
bor,10,1908,7,60.9756088,1,1.0
bor,10,1908,8,54.3478279,1,1.0
bor,10,1908,9,72.463768,1,1.0
bor,10,1908,10,51.0204086,1,1.0
bor,10,1908,11,64.102562,1,1.0
bor,10,1908,12,62.5,1,1.0
bor,10,1909,1,7.03234863,1,1.0
bor,10,1909,2,7.23588991,1,1.0
bor,10,1909,3,7.0224719,1,1.0
bor,10,1909,4,7.10227251,1,1.0
bor,10,1909,5,7.29927015,1,1.0
bor,10,1909,6,7.22543335,1,1.0
bor,10,1909,7,7.39644957,1,1.0
bor,10,1909,8,7.47384167,1,1.0
bor,10,1909,9,7.09219837,1,1.0
bor,10,1909,10,7.23588991,1,1.0
bor,10,1909,11,7.20461082,1,1.0
bor,10,1909,12,7.33137846,1,1.0
bor,10,1910,1,28.9017334,2,1.1333935449728356
bor,10,1910,2,29.2397652,2,1.1178252713476426
bor,10,1910,3,26.041666,2,1.196788963640765
bor,10,1910,4,27.3224049,2,1.1638292398259167
bor,10,1910,5,26.041666,2,1.196283881390119
bor,10,1910,6,30.30303,2,1.1024666441860675
bor,10,1910,7,28.40909,2,1.1455394081660109
bor,10,1910,8,26.7379684,2,1.1869372328630279
bor,10,1910,9,27.0270271,2,1.1608572701848452
bor,10,1910,10,25.2525253,2,1.2189094209624611
bor,10,1910,11,27.4725266,2,1.1658819287156867
bor,10,1910,12,25.7731953,2,1.2012028300400979
bor,10,1911,1,56.8181801,2,1.1999991134029242
bor,10,1911,2,54.9450531,2,1.1938073013955903
bor,10,1911,3,58.139534,2,1.2292895584121823
bor,10,1911,4,56.1797752,2,1.204166979677862
bor,10,1911,5,55.5555573,2,1.181444365936023
bor,10,1911,6,57.4712639,2,1.259926953670023
bor,10,1911,7,56.1797752,2,1.1916168094190989
bor,10,1911,8,56.1797752,2,1.187342282202965
bor,10,1911,9,56.8181801,2,1.2370887821822902
bor,10,1911,10,56.8181801,2,1.2303186557267445
bor,10,1911,11,57.4712639,2,1.2387291385305057
bor,10,1911,12,56.1797752,2,1.2005881570542571
bor,10,1912,1,40.3225822,4,3.2642562967559203
bor,10,1912,2,39.370079,4,2.9673222931557275
bor,10,1912,3,23.3644867,5,4.190851645451234
bor,10,1912,4,22.522522,5,3.886677599501902
bor,10,1912,5,25.1256275,5,3.868915786309913
bor,10,1912,6,26.1780109,5,4.111763828081444
bor,10,1912,7,25.0,5,3.5303115053302467
bor,10,1912,8,25.0,5,3.83663375047476
bor,10,1912,9,29.2397652,5,3.897614165403183
bor,10,1912,10,24.5098038,5,4.033531062749253
bor,10,1912,11,28.5714283,5,3.87372299767989
bor,10,1912,12,17.7304974,5,2.676060394975407
bor,10,1913,1,34.7222214,1,1.0
bor,10,1913,2,47.1698112,2,1.447385581201066
bor,10,1913,3,36.4963493,2,1.0518554008804106
bor,10,1913,4,39.6825409,2,1.175492161107484
bor,10,1913,5,39.0625,3,1.5142964623788933
bor,10,1913,6,37.0370369,2,1.097139598174881
bor,10,1913,7,45.4545441,2,1.346160896892331
bor,10,1913,8,49.0196075,3,1.7813569166406074
bor,10,1913,9,35.9712219,2,1.0377375123992594
bor,10,1913,10,49.0196075,3,1.7302830773041495
bor,10,1913,11,42.7350426,3,1.3515537252021173
bor,10,1913,12,48.0769234,2,1.5385585345826644
bor,10,1914,1,34.013607,2,1.1444391239486877
bor,10,1914,2,34.2465744,2,1.1377744144157655
bor,10,1914,3,41.6666679,2,1.0569078628859838
bor,10,1914,4,39.0625,2,1.0718584184843425
bor,10,1914,5,35.7142868,2,1.1291323508125806
bor,10,1914,6,35.7142868,2,1.1323690259284551
bor,10,1914,7,35.2112694,2,1.1247547572373826
bor,10,1914,8,37.5939865,2,1.1109238433337572
bor,10,1914,9,37.0370369,2,1.1002210046125902
bor,10,1914,10,37.3134346,2,1.1059364823876339
bor,10,1914,11,36.7647057,2,1.1070005124386733
bor,10,1914,12,38.1679382,2,1.0928002922287179
bor,10,1915,1,38.7596893,1,1.0
bor,10,1915,2,37.3134346,1,1.0
bor,10,1915,3,39.370079,1,1.0
bor,10,1915,4,38.4615402,1,1.0
bor,10,1915,5,38.7596893,1,1.0
bor,10,1915,6,38.7596893,1,1.0
bor,10,1915,7,38.7596893,1,1.0
bor,10,1915,8,35.4609947,1,1.0
bor,10,1915,9,34.4827576,1,1.0
bor,10,1915,10,38.1679382,1,1.0
bor,10,1915,11,43.47826,1,1.0
bor,10,1915,12,37.5939865,1,1.0
bor,10,1916,1,65.7894745,1,1.0
bor,10,1916,2,56.1797752,1,1.0
bor,10,1916,3,53.1914902,1,1.0
bor,10,1916,4,64.102562,1,1.0
bor,10,1916,5,58.8235283,1,1.0
bor,10,1916,6,61.7283936,1,1.0
bor,10,1916,7,55.5555573,1,1.0
bor,10,1916,8,54.3478279,1,1.0
bor,10,1916,9,56.8181801,1,1.0
bor,10,1916,10,73.5294113,1,1.0
bor,10,1916,11,65.7894745,1,1.0
bor,10,1916,12,61.7283936,1,1.0
bor,10,1917,1,454.545441,1,1.0
bor,10,1917,2,384.615387,1,1.0
bor,10,1917,3,500.0,1,1.0
bor,10,1917,4,555.555542,1,1.0
bor,10,1917,5,333.333344,1,1.0
bor,10,1917,6,263.157898,1,1.0
bor,10,1917,7,333.333344,1,1.0
bor,10,1917,8,357.142853,1,1.0
bor,10,1917,9,384.615387,1,1.0
bor,10,1917,10,454.545441,1,1.0
bor,10,1917,11,312.5,1,1.0
bor,10,1917,12,384.615387,1,1.0
bor,10,1918,1,138.888885,1,1.0
bor,10,1918,2,128.205124,1,1.0
bor,10,1918,3,128.205124,1,1.0
bor,10,1918,4,125.0,1,1.0
bor,10,1918,5,102.040817,1,1.0
bor,10,1918,6,142.857147,1,1.0
bor,10,1918,7,111.111115,1,1.0
bor,10,1918,8,172.413788,1,1.0
bor,10,1918,9,96.1538467,1,1.0
bor,10,1918,10,178.571426,1,1.0
bor,10,1918,11,102.040817,1,1.0
bor,10,1918,12,138.888885,1,1.0
bor,10,1919,1,192.307693,1,1.0
bor,10,1919,2,7.41839743,2,1.4455679087553257
bor,10,1919,3,7.91139221,2,1.3296915935647262
bor,10,1919,4,7.64525986,2,1.3942302700855012
bor,10,1919,5,7.5757575,2,1.4014784951976318
bor,10,1919,6,7.75193787,2,1.3742566701238679
bor,10,1919,7,7.64525986,2,1.397808118601156
bor,10,1919,8,7.54147816,2,1.4235630774986783
bor,10,1919,9,7.53012037,2,1.41339029387531
bor,10,1919,10,7.8125,2,1.3536824422580513
bor,10,1919,11,7.6219511,2,1.3895885103185495
bor,10,1919,12,7.59878397,2,1.4063363015741441
bor,10,1920,1,18.4501839,3,2.1343250222139902
bor,10,1920,2,18.5873604,3,2.068780754847656
bor,10,1920,3,8.14332294,2,1.5904552419573341
bor,10,1920,4,7.89889431,2,1.6354878883138046
bor,10,1920,5,7.83699083,2,1.6501470144923898
bor,10,1920,6,7.8247261,2,1.6506495584570358
bor,10,1920,7,7.87401581,2,1.6434352207978764
bor,10,1920,8,7.69230747,2,1.690213384780042
bor,10,1920,9,7.89889431,2,1.6280471174230757
bor,10,1920,10,8.30564785,2,1.552294589225822
bor,10,1920,11,7.87401581,2,1.6481448704481623
bor,10,1920,12,8.03858566,2,1.6166340032860689
bor,10,1921,1,250.0,1,1.0
bor,10,1921,2,357.142853,1,1.0
bor,10,1921,3,312.5,1,1.0
bor,10,1921,4,277.777771,1,1.0
bor,10,1921,5,312.5,1,1.0
bor,10,1921,6,263.157898,1,1.0
bor,10,1921,7,500.0,1,1.0
bor,10,1921,8,200.0,1,1.0
bor,10,1921,9,250.0,1,1.0
bor,10,1921,10,208.333328,1,1.0
bor,10,1921,11,333.333344,1,1.0
bor,10,1921,12,357.142853,1,1.0
bor,10,1922,1,263.157898,1,1.0
bor,10,1922,2,238.095245,1,1.0
bor,10,1922,3,192.307693,1,1.0
bor,10,1922,4,454.545441,1,1.0
bor,10,1922,5,227.27272,1,1.0
bor,10,1922,6,277.777771,1,1.0
bor,10,1922,7,263.157898,1,1.0
bor,10,1922,8,263.157898,1,1.0
bor,10,1922,9,208.333328,1,1.0
bor,10,1922,10,312.5,1,1.0
bor,10,1922,11,238.095245,1,1.0
bor,10,1922,12,416.666656,1,1.0
bor,10,1923,1,142.857147,1,1.0
bor,10,1923,2,161.290329,1,1.0
bor,10,1923,3,185.185181,1,1.0
bor,10,1923,4,263.157898,1,1.0
bor,10,1923,5,151.515152,1,1.0
bor,10,1923,6,200.0,1,1.0
bor,10,1923,7,161.290329,1,1.0
bor,10,1923,8,238.095245,1,1.0
bor,10,1923,9,161.290329,1,1.0
bor,10,1923,10,125.0,1,1.0
bor,10,1923,11,217.391312,1,1.0
bor,10,1923,12,178.571426,1,1.0
bor,10,1924,1,14.7058821,3,1.6179797449755753
bor,10,1924,2,14.2450142,1,1.0
bor,10,1924,3,13.4770889,1,1.0
bor,10,1924,4,23.3644867,2,1.8457725867624273
bor,10,1924,5,14.2450142,1,1.0
bor,10,1924,6,12.8534708,1,1.0
bor,10,1924,7,15.5279503,1,1.0
bor,10,1924,8,12.8534708,1,1.0
bor,10,1924,9,15.5763245,1,1.0
bor,10,1924,10,14.2857141,1,1.0
bor,10,1924,11,13.5501356,1,1.0
bor,10,1924,12,13.9664803,1,1.0
bor,10,1925,1,166.666672,1,1.0
bor,10,1925,2,128.205124,1,1.0
bor,10,1925,3,131.578949,1,1.0
bor,10,1925,4,142.857147,1,1.0
bor,10,1925,5,156.25,1,1.0
bor,10,1925,6,161.290329,1,1.0
bor,10,1925,7,192.307693,1,1.0
bor,10,1925,8,147.058823,1,1.0
bor,10,1925,9,208.333328,1,1.0
bor,10,1925,10,192.307693,1,1.0
bor,10,1925,11,121.951218,1,1.0
bor,10,1925,12,151.515152,1,1.0
bor,10,1926,1,200.0,1,1.0
bor,10,1926,2,135.135132,3,1.102835925813527
bor,10,1926,3,147.058823,2,1.0208437125788867
bor,10,1926,4,185.185181,1,1.0
bor,10,1926,5,208.333328,1,1.0
bor,10,1926,6,172.413788,1,1.0
bor,10,1926,7,172.413788,1,1.0
bor,10,1926,8,185.185181,1,1.0
bor,10,1926,9,185.185181,1,1.0
bor,10,1926,10,217.391312,1,1.0
bor,10,1926,11,277.777771,1,1.0
bor,10,1926,12,227.27272,1,1.0
bor,10,1927,1,21.9298248,3,1.4582149512833584
bor,10,1927,2,26.041666,2,1.261820106129627
bor,10,1927,3,29.5857983,2,1.113331922084496
bor,10,1927,4,23.696682,3,1.3674956749514202
bor,10,1927,5,24.7524757,2,1.3343603589845143
bor,10,1927,6,22.727272,2,1.441656946275213
bor,10,1927,7,26.1780109,2,1.2445329744618807
bor,10,1927,8,22.6244335,3,1.4607442137842184
bor,10,1927,9,20.2429142,2,1.633413208364076
bor,10,1927,10,29.7619057,2,1.1063768295122116
bor,10,1927,11,21.3675213,3,1.574633284300112
bor,10,1927,12,22.2222214,3,1.5032240137907484
bor,10,1928,1,52.0833321,4,2.5626671541956405
bor,10,1928,2,23.1481476,3,2.819941198520987
bor,10,1928,3,333.333344,2,1.275449495255732
bor,10,1928,4,416.666656,1,1.0
bor,10,1928,5,416.666656,1,1.0
bor,10,1928,6,416.666656,1,1.0
bor,10,1928,7,384.615387,1,1.0
bor,10,1928,8,333.333344,1,1.0
bor,10,1928,9,416.666656,1,1.0
bor,10,1928,10,625.0,1,1.0
bor,10,1928,11,27.6243095,4,2.89933024880797
bor,10,1928,12,312.5,1,1.0
bor,10,1929,1,14.7058821,3,2.2181435220661867
bor,10,1929,2,14.4092216,3,2.2273222904182
bor,10,1929,3,14.1643057,4,2.2474267752895307
bor,10,1929,4,14.367816,3,2.236741229344486
bor,10,1929,5,14.4508667,3,2.2534094167604697
bor,10,1929,6,14.6198826,3,2.220683909964569
bor,10,1929,7,14.5772591,3,2.23029562258128
bor,10,1929,8,14.5772591,3,2.2369138421499475
bor,10,1929,9,14.9253731,3,2.221165954018028
bor,10,1929,10,14.492754,3,2.242922179520697
bor,10,1929,11,14.2857141,3,2.2614753786536297
bor,10,1929,12,14.3266478,3,2.244451770728447
bor,10,1930,1,9.65250969,2,1.9996998474631338
bor,10,1930,2,9.61538506,2,1.9998925086855122
bor,10,1930,3,10.0401602,2,1.9915320053351115
bor,10,1930,4,9.84251976,2,1.9957678561774195
bor,10,1930,5,9.52380943,2,1.9997513645193428
bor,10,1930,6,9.881423,2,1.9959129653317573
bor,10,1930,7,9.7276268,2,1.9989421416688082
bor,10,1930,8,9.65250969,2,1.998662810888982
bor,10,1930,9,9.469697,2,1.9995063082144404
bor,10,1930,10,9.86193275,2,1.996416800818047
bor,10,1930,11,9.86193275,2,1.9963422099859842
bor,10,1930,12,9.70873833,2,1.9988138233183763
bor,10,1931,1,63.2911377,2,1.1255186620615103
bor,10,1931,2,29.9401207,2,1.2672772005003612
bor,10,1931,3,34.9650345,2,1.2287845973971347
bor,10,1931,4,49.0196075,2,1.153696153305171
bor,10,1931,5,56.8181801,2,1.133480604651309
bor,10,1931,6,43.8596497,2,1.1650704089221784
bor,10,1931,7,60.240963,2,1.1193614445984843
bor,10,1931,8,71.4285736,2,1.10506260998842
bor,10,1931,9,38.1679382,2,1.198097194330494
bor,10,1931,10,33.1125832,2,1.2304404604022188
bor,10,1931,11,43.8596497,2,1.173733853912699
bor,10,1931,12,67.5675659,2,1.1170870987974775
bor,10,1932,1,25.9067364,2,1.9577588441849492
bor,10,1932,2,24.7524757,3,1.9432325997646176
bor,10,1932,3,24.1545887,3,1.8729910568290273
bor,10,1932,4,25.2525253,3,1.9955453319827239
bor,10,1932,5,23.8095245,3,1.8307840576707504
bor,10,1932,6,24.7524757,2,1.8451054673291951
bor,10,1932,7,25.7731953,2,1.9054055116773685
bor,10,1932,8,23.8095245,3,2.226459972560806
bor,10,1932,9,24.1545887,2,1.7739951919056167
bor,10,1932,10,24.7524757,3,2.037269034185227
bor,10,1932,11,25.2525253,2,1.8749583785701298
bor,10,1932,12,24.7524757,3,1.969460442894427
bor,10,1933,1,16.1812305,2,1.9984060481266017
bor,10,1933,2,16.1290321,2,1.9971081251187996
bor,10,1933,3,16.5016499,2,1.9992661847408335
bor,10,1933,4,16.1812305,2,1.9975558328544802
bor,10,1933,5,16.6112957,2,1.9993255178000198
bor,10,1933,6,15.8227844,2,1.9828318331571388
bor,10,1933,7,16.2866459,2,1.9995970346650158
bor,10,1933,8,15.8730154,2,1.9881107464632013
bor,10,1933,9,16.3934422,2,1.9999773018481322
bor,10,1933,10,15.9235668,2,1.991915532457699
bor,10,1933,11,16.0771713,2,1.9944817424095234
bor,10,1933,12,16.4473686,2,1.9999722765062695
bor,10,1934,1,58.139534,1,1.0
bor,10,1934,2,68.4931488,1,1.0
bor,10,1934,3,69.4444427,1,1.0
bor,10,1934,4,58.139534,1,1.0
bor,10,1934,5,71.4285736,1,1.0
bor,10,1934,6,47.6190491,1,1.0
bor,10,1934,7,65.7894745,1,1.0
bor,10,1934,8,53.1914902,1,1.0
bor,10,1934,9,54.9450531,1,1.0
bor,10,1934,10,63.2911377,1,1.0
bor,10,1934,11,65.7894745,1,1.0
bor,10,1934,12,55.5555573,1,1.0
bor,10,1935,1,142.857147,1,1.0
bor,10,1935,2,166.666672,1,1.0
bor,10,1935,3,119.047623,1,1.0
bor,10,1935,4,138.888885,1,1.0
bor,10,1935,5,178.571426,1,1.0
bor,10,1935,6,135.135132,1,1.0
bor,10,1935,7,138.888885,1,1.0
bor,10,1935,8,151.515152,1,1.0
bor,10,1935,9,156.25,1,1.0
bor,10,1935,10,178.571426,1,1.0
bor,10,1935,11,138.888885,1,1.0
bor,10,1935,12,151.515152,1,1.0
bor,10,1936,1,22.2222214,5,2.8403310060486984
bor,10,1936,2,22.3214283,5,2.8800165372105475
bor,10,1936,3,22.6244335,5,2.9809669028825123
bor,10,1936,4,22.1238937,5,2.881003023419963
bor,10,1936,5,22.1238937,5,2.808099093639492
bor,10,1936,6,22.421524,5,2.8886473987832595
bor,10,1936,7,22.3214283,5,2.80174459095692
bor,10,1936,8,22.522522,5,2.904045261879276
bor,10,1936,9,22.026432,5,2.7976317678540465
bor,10,1936,10,22.2222214,5,2.939372300231637
bor,10,1936,11,22.1238937,5,2.8677693189729525
bor,10,1936,12,22.2222214,5,2.8399188930564043
bor,10,1937,1,104.166664,1,1.0
bor,10,1937,2,74.6268692,1,1.0
bor,10,1937,3,102.040817,1,1.0
bor,10,1937,4,102.040817,1,1.0
bor,10,1937,5,104.166664,1,1.0
bor,10,1937,6,106.38298,1,1.0
bor,10,1937,7,108.695656,1,1.0
bor,10,1937,8,98.0392151,1,1.0
bor,10,1937,9,94.3396225,1,1.0
bor,10,1937,10,92.5925903,1,1.0
bor,10,1937,11,79.3650818,1,1.0
bor,10,1937,12,108.695656,1,1.0
bor,10,1938,1,102.040817,3,1.3498793562680274
bor,10,1938,2,89.2857132,3,1.4830873832523905
bor,10,1938,3,92.5925903,3,1.387807486551853
bor,10,1938,4,94.3396225,3,1.473670335057937
bor,10,1938,5,94.3396225,4,1.3816248019954593
bor,10,1938,6,87.7192993,3,1.3816680099931529
bor,10,1938,7,100.0,3,1.3277776726278785
bor,10,1938,8,113.63636,4,1.3036988825972393
bor,10,1938,9,90.9090881,3,1.3825251866800012
bor,10,1938,10,96.1538467,4,1.360103041664975
bor,10,1938,11,84.7457657,3,1.5403317287606997
bor,10,1938,12,116.279068,3,1.238033236329018
bor,10,1939,1,178.571426,1,1.0
bor,10,1939,2,250.0,1,1.0
bor,10,1939,3,161.290329,1,1.0
bor,10,1939,4,250.0,1,1.0
bor,10,1939,5,208.333328,1,1.0
bor,10,1939,6,161.290329,1,1.0
bor,10,1939,7,294.117645,1,1.0
bor,10,1939,8,250.0,1,1.0
bor,10,1939,9,172.413788,1,1.0
bor,10,1939,10,238.095245,1,1.0
bor,10,1939,11,277.777771,1,1.0
bor,10,1939,12,178.571426,1,1.0
bor,10,1940,1,86.2068939,2,1.2919379665189126
bor,10,1940,2,68.4931488,2,1.3663721110939568
bor,10,1940,3,90.9090881,2,1.266564774325967
bor,10,1940,4,71.4285736,2,1.3467787768669963
bor,10,1940,5,84.7457657,2,1.3015265177744026
bor,10,1940,6,56.8181801,2,1.4799775387527085
bor,10,1940,7,68.4931488,2,1.3662452120841724
bor,10,1940,8,72.463768,2,1.3521041435008838
bor,10,1940,9,79.3650818,2,1.319516608109548
bor,10,1940,10,70.4225388,2,1.3637324316134907
bor,10,1940,11,84.7457657,2,1.2891379305187811
bor,10,1940,12,62.5,2,1.4084792012026672
bor,10,1941,1,70.4225388,1,1.0
bor,10,1941,2,59.5238113,1,1.0
bor,10,1941,3,76.9230804,1,1.0
bor,10,1941,4,64.102562,1,1.0
bor,10,1941,5,64.9350662,1,1.0
bor,10,1941,6,68.4931488,1,1.0
bor,10,1941,7,60.240963,1,1.0
bor,10,1941,8,61.7283936,1,1.0
bor,10,1941,9,68.4931488,1,1.0
bor,10,1941,10,64.102562,1,1.0
bor,10,1941,11,71.4285736,1,1.0
bor,10,1941,12,63.2911377,1,1.0
bor,10,1942,1,51.0204086,1,1.0
bor,10,1942,2,50.5050507,1,1.0
bor,10,1942,3,49.0196075,1,1.0
bor,10,1942,4,52.0833321,1,1.0
bor,10,1942,5,50.5050507,1,1.0
bor,10,1942,6,49.5049515,1,1.0
bor,10,1942,7,43.8596497,1,1.0
bor,10,1942,8,56.8181801,1,1.0
bor,10,1942,9,51.5463905,1,1.0
bor,10,1942,10,47.1698112,1,1.0
bor,10,1942,11,49.0196075,1,1.0
bor,10,1942,12,54.9450531,1,1.0
bor,10,1943,1,39.0625,3,2.777111110650685
bor,10,1943,2,38.4615402,3,2.764608137466796
bor,10,1943,3,38.7596893,3,2.8975687635612517
bor,10,1943,4,37.3134346,3,2.8692861266841727
bor,10,1943,5,37.878788,3,2.7251044776261413
bor,10,1943,6,39.0625,3,2.767379809948056
bor,10,1943,7,37.5939865,3,2.854486265709234
bor,10,1943,8,39.370079,3,2.7697232666457596
bor,10,1943,9,38.1679382,3,2.8524789608349312
bor,10,1943,10,39.0625,3,2.8517632099409798
bor,10,1943,11,40.0,3,2.764091151675412
bor,10,1943,12,37.5939865,3,2.79276169508647
bor,10,1944,1,294.117645,1,1.0
bor,10,1944,2,238.095245,1,1.0
bor,10,1944,3,263.157898,1,1.0
bor,10,1944,4,277.777771,1,1.0
bor,10,1944,5,384.615387,1,1.0
bor,10,1944,6,333.333344,1,1.0
bor,10,1944,7,227.27272,1,1.0
bor,10,1944,8,357.142853,1,1.0
bor,10,1944,9,192.307693,1,1.0
bor,10,1944,10,250.0,1,1.0
bor,10,1944,11,250.0,1,1.0
bor,10,1944,12,294.117645,1,1.0
bor,10,1945,1,8.36120415,1,1.0
bor,10,1945,2,8.40336132,1,1.0
bor,10,1945,3,8.23723221,1,1.0
bor,10,1945,4,17.9211464,1,1.0
bor,10,1945,5,8.37520981,1,1.0
bor,10,1945,6,8.34724522,1,1.0
bor,10,1945,7,8.16993427,1,1.0
bor,10,1945,8,8.48896408,1,1.0
bor,10,1945,9,8.59106541,1,1.0
bor,10,1945,10,8.07754421,1,1.0
bor,10,1945,11,7.96178341,1,1.0
bor,10,1945,12,8.03858566,1,1.0
bor,10,1946,1,67.5675659,1,1.0
bor,10,1946,2,70.4225388,1,1.0
bor,10,1946,3,64.102562,1,1.0
bor,10,1946,4,58.8235283,1,1.0
bor,10,1946,5,50.5050507,1,1.0
bor,10,1946,6,60.240963,1,1.0
bor,10,1946,7,69.4444427,1,1.0
bor,10,1946,8,58.139534,1,1.0
bor,10,1946,9,66.6666641,1,1.0
bor,10,1946,10,64.9350662,1,1.0
bor,10,1946,11,66.6666641,1,1.0
bor,10,1946,12,57.4712639,1,1.0
bor,10,1947,1,27.173914,4,2.8123572929420484
bor,10,1947,2,42.3728828,2,1.3331146995899321
bor,10,1947,3,25.1256275,4,2.7372609636515843
bor,10,1947,4,14.1643057,4,1.3242100495742988
bor,10,1947,5,27.3224049,4,2.882153890188106
bor,10,1947,6,25.6410255,4,3.039001852387743
bor,10,1947,7,27.6243095,4,2.8418314217969614
bor,10,1947,8,78.125,2,1.0898758743067547
bor,10,1947,9,26.8817196,4,2.8208774985148173
bor,10,1947,10,27.9329605,4,3.1808795315340377
bor,10,1947,11,27.0270271,4,3.159783730951547
bor,10,1947,12,27.9329605,4,2.8563941370132344
bor,10,1948,1,217.391312,1,1.0
bor,10,1948,2,333.333344,1,1.0
bor,10,1948,3,200.0,1,1.0
bor,10,1948,4,357.142853,1,1.0
bor,10,1948,5,277.777771,1,1.0
bor,10,1948,6,312.5,1,1.0
bor,10,1948,7,277.777771,1,1.0
bor,10,1948,8,217.391312,1,1.0
bor,10,1948,9,277.777771,1,1.0
bor,10,1948,10,217.391312,1,1.0
bor,10,1948,11,178.571426,1,1.0
bor,10,1948,12,357.142853,1,1.0
bor,10,1949,1,96.1538467,1,1.0
bor,10,1949,2,73.5294113,1,1.0
bor,10,1949,3,70.4225388,1,1.0
bor,10,1949,4,87.7192993,1,1.0
bor,10,1949,5,80.6451645,1,1.0
bor,10,1949,6,64.102562,1,1.0
bor,10,1949,7,78.125,1,1.0
bor,10,1949,8,92.5925903,1,1.0
bor,10,1949,9,87.7192993,1,1.0
bor,10,1949,10,75.757576,1,1.0
bor,10,1949,11,74.6268692,1,1.0
bor,10,1949,12,102.040817,1,1.0
bor,10,1950,1,384.615387,1,1.0
bor,10,1950,2,333.333344,1,1.0
bor,10,1950,3,312.5,1,1.0
bor,10,1950,4,312.5,1,1.0
bor,10,1950,5,454.545441,1,1.0
bor,10,1950,6,625.0,1,1.0
bor,10,1950,7,384.615387,1,1.0
bor,10,1950,8,217.391312,1,1.0
bor,10,1950,9,238.095245,1,1.0
bor,10,1950,10,384.615387,1,1.0
bor,10,1950,11,357.142853,1,1.0
bor,10,1950,12,312.5,1,1.0
bor,10,1951,1,15.3374233,4,3.196033167536277
bor,10,1951,2,15.3846149,4,3.1396176058998826
bor,10,1951,3,15.3846149,4,3.2279992091635954
bor,10,1951,4,15.151515,4,3.1768982441479827
bor,10,1951,5,15.0150146,4,3.182423415420585
bor,10,1951,6,15.4320984,4,3.207662769197542
bor,10,1951,7,15.3846149,4,3.197393830178065
bor,10,1951,8,15.2905197,4,3.189085262459095
bor,10,1951,9,15.151515,4,3.176455641709718
bor,10,1951,10,15.2439022,4,3.155343518414879
bor,10,1951,11,15.1975679,4,3.2088816459025122
bor,10,1951,12,15.2439022,4,3.205565100692382
bor,10,1952,1,161.290329,1,1.0
bor,10,1952,2,156.25,1,1.0
bor,10,1952,3,131.578949,1,1.0
bor,10,1952,4,142.857147,1,1.0
bor,10,1952,5,166.666672,1,1.0
bor,10,1952,6,156.25,1,1.0
bor,10,1952,7,131.578949,1,1.0
bor,10,1952,8,131.578949,1,1.0
bor,10,1952,9,138.888885,1,1.0
bor,10,1952,10,178.571426,1,1.0
bor,10,1952,11,151.515152,1,1.0
bor,10,1952,12,161.290329,1,1.0
bor,10,1953,1,23.1481476,2,1.4099059373538025
bor,10,1953,2,22.727272,2,1.4524374316569424
bor,10,1953,3,21.8340607,3,1.4899174393443002
bor,10,1953,4,23.8095245,3,1.3786744983943016
bor,10,1953,5,22.522522,2,1.453495318237115
bor,10,1953,6,20.2429142,2,1.6333671180227867
bor,10,1953,7,22.026432,2,1.4957185019811932
bor,10,1953,8,21.9298248,2,1.531872593868636
bor,10,1953,9,23.696682,2,1.371615448194415
bor,10,1953,10,22.1238937,2,1.5074266002085412
bor,10,1953,11,21.73913,2,1.5303095037560008
bor,10,1953,12,21.3675213,3,1.549749388898686
bor,10,1954,1,78.125,4,1.6059695393010134
bor,10,1954,2,74.6268692,5,1.6465930401271671
